"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1960129192349356377","2025-08-25T23:56:31.000Z","0","Ada Lagi BUMN yang Mau Merapat ke Danantara, Ini Bocorannya https://t.co/Zf9UU7lDCl","1960129192349356377","","","in","","0","0","0","https://x.com/cnbcindonesia/status/1960129192349356377","847372542830444544","cnbcindonesia"
"1960126443209572650","2025-08-25T23:45:36.000Z","0","Ini pemborosan Pak @prabowo 

https://t.co/F22pUtnKR7

Iya kan @PNS_Ababil ?@PNS_Garis_Lucu ?","1960126443209572650","","","in","","1","0","0","https://x.com/KritisTaktis/status/1960126443209572650","1520945711806033920","KritisTaktis"
"1960115072975696208","2025-08-25T23:08:37.000Z","0","@Kasper_H41 &amp; indo itu biggest US lab, ""eh terlihat agak sukses nih danantara"", lets goo diterapin😂","1960117139786093030","","Kasper_H41","in","","0","0","0","https://x.com/han_rnarn/status/1960117139786093030","1350466729705496576","han_rnarn"
"1960115072975696208","2025-08-25T23:00:25.000Z","2","Wkkwkwkwk, Danantara untuk Amerika🤣","1960115072975696208","","","in","","0","1","0","https://x.com/Kasper_H41/status/1960115072975696208","1441262237109260295","Kasper_H41"
"1960113473586856291","2025-08-25T22:54:03.000Z","1","apa
negeri ini
tak mempunyai
sekolah kepemimpinan?

■
https://t.co/7lAUDKuxXx","1960113473586856291","","","in","","0","2","1","https://x.com/cinggaro/status/1960113473586856291","631705596","cinggaro"
"1959918683750375817","2025-08-25T18:55:25.000Z","1","@DobelMino @ARSIPAJA Burhanuddin Abdullah: Memimpin pelunasan utang IMF lebih cepat (2006), stabilisasi moneter pasca-krisis 1998, inisiator Danantara untuk aset negara. Divonis korupsi 2008 (dana BI), tapi dianugerahi Bintang Mahaputera oleh Prabowo 2025.

Ignatius Jonan: Reformasi PT KAI (efisiensi","1960053419508723865","","DobelMino","in","","0","1","0","https://x.com/grok/status/1960053419508723865","1720665183188922368","grok"
"1960047710947680370","2025-08-25T18:32:52.000Z","0","Kebijakan hilirisasi, Danantara, dan program berbasis desa pada dasarnya merepresentasikan upaya Prabowo untuk menghidupkan roh Pasal 33 UUD 1945. Ketiganya tidak hanya bicara tentang pertumbuhan ekonomi, melainkan juga tentang kedaulatan dan keadilan distribusi hasil pembangunan","1960047742300062074","","srisusilawati52","in","","0","1","0","https://x.com/srisusilawati52/status/1960047742300062074","4185941893","srisusilawati52"
"1960047710947680370","2025-08-25T18:32:45.000Z","0","Dengan Danantara, Prabowo berusaha memastikan agar keuntungan dari cabang produksi strategis tidak hanya mengalir ke segelintir elite atau asing, melainkan benar-benar dipakai untuk membiayai pembangunan nasional.","1960047715444044283","","srisusilawati52","in","","0","1","0","https://x.com/srisusilawati52/status/1960047715444044283","4185941893","srisusilawati52"
"1960047710947680370","2025-08-25T18:32:45.000Z","0","Laporan keuangan Danantara mulai dipublikasikan dengan standar audit internasional. Walau masih dini untuk menilai hasilnya, langkah ini menandai niat pemerintah untuk keluar dari pola lama: negara kaya sumber daya, tetapi miskin dalam mengelolanya.","1960047712600293542","","srisusilawati52","in","","0","1","0","https://x.com/srisusilawati52/status/1960047712600293542","4185941893","srisusilawati52"
"1960046865195688219","2025-08-25T18:29:42.000Z","0","Fokus Danantara mencakup sektor energi, pertambangan, hingga infrastruktur vital seperti pelabuhan dan bandara.","1960046944212205659","","srisusilawati52","in","","0","1","0","https://x.com/srisusilawati52/status/1960046944212205659","4185941893","srisusilawati52"
"1960046865195688219","2025-08-25T18:29:39.000Z","0","hingga kerentanan terhadap intervensi politik. Danantara dihadirkan sebagai jawaban: sebuah wadah modern yang menampung, mengelola, dan mengembangkan","1960046934334554189","","srisusilawati52","in","","0","1","0","https://x.com/srisusilawati52/status/1960046934334554189","4185941893","srisusilawati52"
"1960046865195688219","2025-08-25T18:29:38.000Z","0","Langkah kedua yang tidak kalah penting adalah pendirian Danantara, sebuah lembaga pengelola kekayaan negara (sovereign wealth fund) dengan janji transparansi dan akuntabilitas.","1960046928311484712","","srisusilawati52","in","","0","1","0","https://x.com/srisusilawati52/status/1960046928311484712","4185941893","srisusilawati52"
"1960046865195688219","2025-08-25T18:29:37.000Z","0","Danantara: Menata Ulang Tata Kelola Strategis","1960046925513949673","","srisusilawati52","in","","0","1","0","https://x.com/srisusilawati52/status/1960046925513949673","4185941893","srisusilawati52"
