"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1929894890189775311","2025-06-03T15:14:42.000Z","1681","@txtdrjkt Rakyatnya suruh ngirit, PHK dimana2, biaya MBG cuma ceban, Pinjol menjerat ga sedikit ampe jadi korban meregang nyawa. 

PEJABRUTNYA KAYAK TAIK GINI. FUCK KALIAN!!! DZOLIM SEDZOLIM2NYA... GUE DOAIN SEMOGA ANCUR KLEAN &amp; SEKELUARGA &amp; KRONI2NYA 

biar klean rasain apa yg ad dibwh","1929919679163707510","","txtdrjkt","in","","4","8","151","https://x.com/papanyaarin/status/1929919679163707510","996956359496101888","papanyaarin"
"1929846249420644503","2025-06-03T10:22:55.000Z","1","wkwkw ini mbg apa isi besek tahlil https://t.co/Ix85Q3ycdF","1929846249420644503","https://pbs.twimg.com/media/Gsgw74Na4AEKwiz.jpg","","in","","0","0","0","https://x.com/jiminjeongie94/status/1929846249420644503","1351156385795420168","jiminjeongie94"
"1929842832178926063","2025-06-03T10:09:20.000Z","12","MBG cuma 10ribu aj jadinya basi 😅😅 https://t.co/Gv5jNNeWCA","1929842832178926063","https://pbs.twimg.com/media/Gsgt0-Vb0AIfWci.jpg","","in","","0","1","3","https://x.com/SeriDianawati/status/1929842832178926063","1629050677795368960","SeriDianawati"
"1929918008232710607","2025-06-03T15:08:03.000Z","25","Lihat nih jomplang banget . Nyata sekali kesenjangan nya 🤦

Biaya makan rapat mentri : 118.000 per orang 
Biaya Snack nya : 53.000 per orang 
➡️ Biaya makan MBG :  10.000 per anak https://t.co/UyavCxBq4N","1929918008232710607","https://pbs.twimg.com/media/GshyMkZXUAAK9EK.jpg","","in","","1","8","11","https://x.com/liaasister/status/1929918008232710607","1637572714205421595","liaasister"
"1929816566771970293","2025-06-03T08:24:58.000Z","2","""butuh sesuatu yg gratis asal bukan MBG"" 😭 https://t.co/CRKFlY86nc","1929816566771970293","https://pbs.twimg.com/media/GsgV8LMb0AM3QEa.jpg","","in","","0","0","0","https://x.com/maarufaamon/status/1929816566771970293","1850399403716268032","maarufaamon"
"1929822119850135649","2025-06-03T11:06:38.000Z","2467","@CNNIndonesia Lama lama pemerintah Prabowo gak jelas di bidang pendidikan. Sekolah swasta kok disuruh gratis. Emang biaya operasional nya full ditanggung pemerintah ? MBG aja masih kacau kok nyari masalah lain. Hadeww !!","1929857253437591794","","CNNIndonesia","in","","9","6","147","https://x.com/Mas_zobirin/status/1929857253437591794","912692135446536192","Mas_zobirin"
"1929793954599330131","2025-06-03T06:55:07.000Z","3","Malu soalnya kalo lebih buruk dari mbg yg mana udah buruk","1929793954599330131","","","in","","0","1","1","https://x.com/reaumurr/status/1929793954599330131","1600152174754873345","reaumurr"
"1929906228123316684","2025-06-03T14:21:15.000Z","0","Generasi emas pasti ada di depan mata kita jika kita semua sama sama peduli terhadap sesama, apalagi dengan anak anak yang kekurangan gizi bagi mereka MBG ini istimewa 

#MBGuntukIndonesiaHebat
Lanjutkan MBG Paha Dada Jangan https://t.co/g4TyePFy4e","1929906228123316684","https://pbs.twimg.com/ext_tw_video_thumb/1929906123299270656/pu/img/PCcp7Ic4Qvb5qM7l.jpg","","in","","0","0","0","https://x.com/attentizon/status/1929906228123316684","1560256782429069314","attentizon"
"1929883808620523817","2025-06-03T12:52:10.000Z","8","Padahal, cuma perlu 5% aja dari anggaran BGN/MBG yang 200T ++ itu dialokasikan buat nutup defisit BPJS yang hampir 10T. Sehingga, paling nggak kita bisa punya pelayanan yang lebih longgar.

Memang nggak punya hati.","1929883808620523817","","","in","","0","1","2","https://x.com/FarHansome/status/1929883808620523817","248132116","FarHansome"
"1929906368078852357","2025-06-03T14:21:48.000Z","0","MBG tidak hanya mementingkan kebutuhan anak bangsa yah tapi juga masyarakat lain nya juga, dengan program MBG inj masa pedaging ayam dan para pedagang akan terpenuhi gizinya

#MBGbawaBerkah
Lanjutkan MBG Paha Dada Jangan https://t.co/xN5JVkLKNG","1929906368078852357","https://pbs.twimg.com/media/GshnnQgaAAArvWJ.jpg","","in","","0","0","0","https://x.com/attentizon/status/1929906368078852357","1560256782429069314","attentizon"
"1929906321874178272","2025-06-03T14:21:37.000Z","0","program yang tidak sembarangan di laksanakan , selalu membawa dampak baik bagi masyarakat dan anak bangsa. dengan mbg ibu rumah tangga yang hanya dj rumah saja mendapatkan penghasilan #MBGbawaBerkah
Lanjutkan MBG Paha Dada Jangan https://t.co/FskyyQW0Jx","1929906321874178272","https://pbs.twimg.com/media/GshnkjyasAIK93T.jpg","","in","","0","0","0","https://x.com/attentizon/status/1929906321874178272","1560256782429069314","attentizon"
"1929850328830382238","2025-06-03T10:39:07.000Z","13","MBG bajingan, pemerintah bajingan, koruptor bajingan. Negara macam apa ini woi bubar aja bubar!","1929850328830382238","","","in","","0","0","0","https://x.com/tobatomat/status/1929850328830382238","1353996302992871424","tobatomat"
"1929859391781568910","2025-06-03T11:15:08.000Z","0","ngejar apasih MBG MBGan ini","1929859391781568910","","","in","","0","0","0","https://x.com/yoursarm/status/1929859391781568910","944762868041359362","yoursarm"
"1926119213246067165","2025-05-24T03:33:00.000Z","5937","Ratusan Nasi Goreng MBG di Bulukumba Diduga Basi, Siswa Tak Mau Makan
https://t.co/CTVz7gkUXX","1926119213246067165","","","in","","322","417","1576","https://x.com/CNNIndonesia/status/1926119213246067165","17128975","CNNIndonesia"
"1929862771354869946","2025-06-03T11:28:34.000Z","0","beliau mana ngerti ginian si bu, otaknya ketaker lah dari program MBG","1929862771354869946","","","in","","0","0","0","https://x.com/infombg_bintaro/status/1929862771354869946","1248966130481238016","infombg_bintaro"
"1929865687092416526","2025-06-03T11:40:09.000Z","0","Selamat! MBG benar2 jadi prioritas negara melebihi agenda lainnya. Wow wow wow wow","1929865687092416526","","","in","","0","0","0","https://x.com/daprangs/status/1929865687092416526","1074693999359709186","daprangs"
"1929952781324149117","2025-06-03T17:26:14.000Z","0","ni rariweuh anj","1929952781324149117","","","in","","0","0","0","https://x.com/hiuMBG/status/1929952781324149117","1453690661249585154","hiuMBG"
"1929863179875897396","2025-06-03T11:30:11.000Z","0","mbg cant relate","1929863179875897396","","","in","","0","1","0","https://x.com/shinecrimsons/status/1929863179875897396","1455924894613446659","shinecrimsons"
"1929909723802771562","2025-06-03T14:35:08.000Z","1","day one MBG katanya... https://t.co/VJYXtexQEE","1929909723802771562","https://pbs.twimg.com/media/GshqqlnakAAMIxd.jpg","","in","","1","0","0","https://x.com/ceiikilaaa/status/1929909723802771562","1899748904855588864","ceiikilaaa"
"1929720838485692467","2025-06-03T02:04:35.000Z","0","Mereka ini gk punya template jawaban lain ya selain mbg mbg idiot itu? https://t.co/Cdhy4EpUKK","1929720838485692467","","","in","","0","0","0","https://x.com/idlanyer_erdna/status/1929720838485692467","379009369","idlanyer_erdna"
"1929906047617261805","2025-06-03T14:20:32.000Z","0","MBG tidak hadir hanya untuk anak bangsa dan ibu hamil saja tapi juga semua masyarakat, MBG berusaha untuk memajukan UMKM kita dengn menu makanan bergizi ini 

#MBGuntukIndonesiaHebat
Lanjutkan MBG Paha Dada Jangan https://t.co/hPN7pPpuw9","1929906047617261805","https://pbs.twimg.com/media/GshnUnxasAoDsz1.jpg","","in","","0","0","0","https://x.com/attentizon/status/1929906047617261805","1560256782429069314","attentizon"
"1929846335945298042","2025-06-03T10:23:15.000Z","0","Meninjau pelaksanaan program Makan Bergizi Gratis di Nusa Tenggara Barat, Komisi Sembilan DPR RI meminta Pemerintah segera merealisasikan pembangunan 400 satuan pelayanan pemenuhan gizi atau dapur tempat memasak menu makanan MBG di wilayah tersebut. https://t.co/A5wvf5AgAS","1929846335945298042","https://pbs.twimg.com/ext_tw_video_thumb/1929846246493351936/pu/img/KWQDlhwsSMyIQos2.jpg","","in","","0","0","0","https://x.com/bbahtiarr/status/1929846335945298042","2570087317","bbahtiarr"
"1929954388774400393","2025-06-03T17:32:37.000Z","1","Udah kurang tidur karna ngerjain tugas, bangun pagi, belum yang rumahnya jauh, hrus naik kendaraan umum, angkot ngetem nya lama, coba kalau 6.30 fasilitas yang ditawarkannya ditingkatin juga, jangan cuman mbg, anak sekolah bukan angka dalam data doang, tapi manusia","1929954388774400393","","","in","","0","0","1","https://x.com/sleepyjuillet/status/1929954388774400393","1492459985489784834","sleepyjuillet"
"1929870392891789745","2025-06-03T11:58:51.000Z","0","Ps. Kapolsek Muara Batang Gadis Iptu Akmaluddin,S.H.,M.H menghadiri Wisuda Tahfiz dan Pelepasan Siswa/i Kelas IX SMPS Pesantren  Modern Terpadu Al Fath, di Desa Singkuang  I Kec. Muara Batang Gadis Kab. Madina. (03/06/2025). https://t.co/Q9RcCfotC6","1929870392891789745","https://pbs.twimg.com/ext_tw_video_thumb/1929869272207310848/pu/img/ZAzBUKO58fosiFFe.jpg","","in","","0","0","0","https://x.com/polsek_mbg/status/1929870392891789745","1909125492818731008","polsek_mbg"
"1929906415793254577","2025-06-03T14:22:00.000Z","0","MBG punya dobrakan baru nih! dengan cara ini para nelayan dan penambak ikan akan sejahtera berkat hadirnya MBG sehingga mereka bisa tercukupi kebutuhan nya 

#MBGbawaBerkah
Lanjutkan MBG Paha Dada Jangan https://t.co/2EbXYuWfRG","1929906415793254577","https://pbs.twimg.com/media/GshnqEhasAQr9Qr.jpg","","in","","0","0","0","https://x.com/attentizon/status/1929906415793254577","1560256782429069314","attentizon"
"1929906195281916341","2025-06-03T14:21:07.000Z","0","jika tidak ada gizi dan makanan sehat bagaimana anak anak bisa belajar dan tumbuh optimal? oleh karna itu MBG ada untuk mereka untuk membantu tumbuh kembang mereka 

#MBGuntukIndonesiaHebat
Lanjutkan MBG Paha Dada Jangan https://t.co/PMOLUQVCrJ","1929906195281916341","https://pbs.twimg.com/media/GshndLPaQAIWwLw.jpg","","in","","0","0","0","https://x.com/attentizon/status/1929906195281916341","1560256782429069314","attentizon"
"1929906148964216839","2025-06-03T14:20:56.000Z","0","MBG berusaha untuk selalu hadir untuk semua anak bangsa kita tanpa terkecuali, agar mereka semua ketika berangkat sekolah ga ada lagi tuh yang namanya kelaparan 

#MBGuntukIndonesiaHebat
Lanjutkan MBG Paha Dada Jangan https://t.co/koJCZbJmg7","1929906148964216839","https://pbs.twimg.com/media/GshnaewasAEOOrE.jpg","","in","","0","0","0","https://x.com/attentizon/status/1929906148964216839","1560256782429069314","attentizon"
