conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,1909770568200863803,2025-04-09T00:49:19.000Z,1538,"Gue itu kaget waktu diundang bukber, soalnya lagi getol2nya kritik Pak @aniesbaswedan mulai dari soal Ormas hingga RUU TNI. Ini ketawa2 pun gara2 gue ngomong “Saya akan tetap mengkritisi Bapak ya,” yang dijawab “Hahaha iya dong, ini yg membedakan kita dengan yg lain.” https://t.co/Y54uRuBag3",1909770568200863803.1,https://pbs.twimg.com/media/GoDeMntbwAES6_R.jpg,Unnamed: 6,in,Unnamed: 8,3,12,153,https://x.com/kozirama/status/1909770568200863803,53360203,kozirama,1908855321931796780,2025-04-06T12:12:28.000Z,7624,"Wawancara dengan 6 pemimpin redaksi, yg dimoderatori host dari TVRI ini akan tayang besok sore di media masing2. Wawancara berlangsung 3 jam. Full on the record. Soal demonstrasi, RUU TNI, RUU Polri sampai kepala babi dan komunikasi pemerintah ditanyakan. Termasuk Tarif Trump😊",1908855321931796780.1,Unnamed: 5,411,366,1346,https://x.com/unilubis/status/1908855321931796780,85087815,unilubis,1912767564188418476,2025-04-17T07:18:19.000Z,11570,Presiden Prabowo Subianto telah resmi mengesahkan RUU TNI sejak sebelum lebaran 2025. Hal ini dikonfirmasi oleh Menteri Sekretaris Negara Prasetyo Hadi. https://t.co/Aa7wQEaPAP,1912767564188418476.1,https://pbs.twimg.com/media/GouC7OEacAIoTQ_.jpg,1170,739,2582,https://x.com/asumsico/status/1912767564188418476,829366551446818816,asumsico
1.8971973942799729e+18,2025-03-05T08:08:01.000Z,17.0,"RUU Polri TNi kejaksaan, tiket menjadi penguasa tanpa batas https://t.co/nnAuztis4A",1.8971973942799729e+18,https://pbs.twimg.com/ext_tw_video_thumb/1897197126536531968/pu/img/C_9XbnCvHvapWbyF.jpg,,in,,1.0,1.0,7.0,https://x.com/creeping5ilence/status/1897197394279972969,1100609875.0,creeping5ilence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.89688451150352e+18,2025-03-04T11:24:44.000Z,207.0,"DPR RI telah menerima surat Presiden (surpres) penunjukan wakil pemerintah terkait Revisi UU TNI Polri &amp; Kejaksaan.

Sementara di luar kian ramai yang menolak RUU ini, karena akan membuat Institusi tsb superbody. kalo dipaksakan dikhawatirkan semakin menambah ketidakpastian dalam https://t.co/bOKKX5fQMk",1.89688451150352e+18,https://pbs.twimg.com/media/GlMWaQDa0AArUX-.jpg,,in,,6.0,11.0,102.0,https://x.com/KangManto123/status/1896884511503520081,9.47632364003369e+17,KangManto123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.896776726577132e+18,2025-03-04T04:16:26.000Z,12.0,"RDPU dengan LSM (Setara Institute dan Centra Initiative) sudah dimulai guys. Stance kedua LSM tersebut menolak RUU TNI, silakan coba disimak. https://t.co/laBfCuJ7eS",1.896776726577132e+18,https://pbs.twimg.com/media/GlK0YXsbkAAllMX.jpg,,in,,0.0,1.0,3.0,https://x.com/NasaStarss/status/1896776726577131979,1.8482898023132078e+18,NasaStarss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.896827751354794e+18,2025-03-04T07:39:11.000Z,2.0,"#SobatHI, pengawalan publik terhadap dinamika RUU TNI perlu terus dijaga.

Reformasi 1998 telah menetapkan bahwa militer harus berfokus pada pertahanan nasional dan meninggalkan peran dalam politik praktis serta kekuasaan di pemerintahan. https://t.co/MwtlMksFTo",1.896827751354794e+18,https://pbs.twimg.com/media/GlLiyKXacAAXAmC.jpg,,in,,0.0,1.0,0.0,https://x.com/intrelationsuii/status/1896827751354794105,476852352.0,intrelationsuii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8969289417028733e+18,2025-03-04T14:21:17.000Z,103.0,"""Loyalitas Ganda di jabatan sipil itu hanya bisa terjadi jika mereka (TNI) pensiun dini,"" Al Araf dalam RDPU dengan komisi I DPR RI terkait RUU TNI

Bahaya bila TNI aktif menjabat di pos jabatan sipil. Dia harus loyal kepada Institusi TNI sebagai Prajurit, juga harus loyal kepada https://t.co/VKaobUMCRM",1.8969289417028733e+18,https://pbs.twimg.com/ext_tw_video_thumb/1896928861947875329/pu/img/dNn8ZB_w-w8YOtyH.jpg,,in,,2.0,7.0,28.0,https://x.com/JhonSitorus_18/status/1896928941702873394,1.1024618661297766e+18,JhonSitorus_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.896878538260644e+18,2025-03-04T11:01:00.000Z,13.0,"Ketua Komisi I DPR, Utut Adianto, jawab gelombang penolakan terhadap RUU TNI. Ia menyebut kekhawatiran RUU TNI Kembali ke Orde Baru tak akan terjadi. https://t.co/QMVbQMWgo4",1.896878538260644e+18,,,in,,0.0,5.0,3.0,https://x.com/detikcom/status/1896878538260644107,69183155.0,detikcom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8972081431906757e+18,2025-03-05T08:50:44.000Z,14.0,"RUU TNI ini lagi dibahas di DPR.
Kalau disetujui otomatis Dwifungsi ABRI akan dihidupkan kembali (Neo Orba).

Semakin gelap aja negara kita ini 🤦 https://t.co/G1wQLbQS9q",1.8972081431906757e+18,https://pbs.twimg.com/media/GlQ8kdxawAA4k1V.jpg,,in,,0.0,5.0,7.0,https://x.com/KangManto123/status/1897208143190675719,9.47632364003369e+17,KangManto123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.896780390947259e+18,2025-03-04T04:31:00.000Z,8.0,"Gelombang penolakan terhadap revisi UU TNI, UU Polri, dan UU Kejaksaan menguat. Revisi UU pada institusi penegak hukum itu dinilai masih ada pro-kontra. https://t.co/qN1sCVCGhk",1.896780390947259e+18,,,in,,0.0,3.0,1.0,https://x.com/detikcom/status/1896780390947258758,69183155.0,detikcom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8972534588452577e+18,2025-03-05T11:50:48.000Z,12.0,"Dari berbagai kalangan rame-rame menolak RUU TNI - Polri dan Kejaksaan. 

Boleh berbenah tapi yg memihak pada kepentingan negara dan rakyat jangan yg menguntungkan sebelah pihak. 

Bekasi Canada Ada Diskon Sampai 80persen https://t.co/HFVyvO6uLp",1.8972534588452577e+18,https://pbs.twimg.com/media/GlRl93Ga4AAim3S.jpg,,in,,0.0,3.0,9.0,https://x.com/Roebanie/status/1897253458845257754,549854264.0,Roebanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.89689388440558e+18,2025-03-04T19:28:18.000Z,3.0,"Tolak.RUU TNI 

https://t.co/xK1fHajqeL",1.897006203517215e+18,,PaltiWest,in,,0.0,1.0,1.0,https://x.com/PaltiWest/status/1897006203517214881,1.826886526657319e+18,PaltiWest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8968470464659748e+18,2025-03-04T08:55:52.000Z,4.0,"Marwah Reformasi 1998 makin dipreteli jika DPR menyetujui RUU ini. 
Harus ditolak TNI aktif duduki jabatan2 sipil. https://t.co/R40UDjaBCo",1.8968470464659748e+18,https://pbs.twimg.com/media/GlL0VeObsAA6gAP.jpg,,in,,0.0,2.0,0.0,https://x.com/PramukhtikoS/status/1896847046465974685,1.603568274985214e+18,PramukhtikoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8972500948876577e+18,2025-03-05T12:34:35.000Z,1.0,"@jeonwonism ini yg ruu tni, dan masih banyak lagi ruu lain yg lagi dibahas dpr tapi baru masalah satu ini aku udah cape bacanya🥲

https://t.co/sVGX8HkYik",1.8972644786031084e+18,,arabinoxylan_,in,,0.0,0.0,0.0,https://x.com/arabinoxylan_/status/1897264478603108396,1.7878092075192402e+18,arabinoxylan_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8972270253977562e+18,2025-03-05T10:05:46.000Z,0.0,RUU Nomor 34 Tahun 2024 tentang UU TNI tidak akan mengembalikan dwifungsi militer seperti orde baru. #Prabowo #IndonesiaEmas https://t.co/yTnlTj9Z39,1.8972270253977562e+18,https://pbs.twimg.com/media/GlRN6l2a4AA7j1b.jpg,,in,,0.0,0.0,0.0,https://x.com/WillyLidodo/status/1897227025397756227,373431696.0,WillyLidodo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8968556480565496e+18,2025-03-04T09:30:03.000Z,3.0,Anggota Komisi I DPR Tubagus Hasanuddin mengklaim RUU TNI tidak akan mengembalikan dwifungsi militer seperti era Orde Baru.  https://t.co/CmvRujJE0K,1.8968556480565496e+18,,,in,,1.0,1.0,0.0,https://x.com/tempodotco/status/1896855648056549684,18129942.0,tempodotco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.897263970282873e+18,2025-03-05T12:32:34.000Z,2.0,"RUU TNI itu emang kaya ngeledekin sipil doang. Bayangin, puluhan tahun niti karir sbg ASN. Mulai dari bansur, naek kasubag, kabag, direktur. Eh, pas mao jadi dirjen, dateng mayjen 😅

Supremasi sipil dari Hong Kong...

Cc : @iyasuuu 

Akun tergembok.",1.897263970282873e+18,,,in,,1.0,0.0,0.0,https://x.com/fahridh2/status/1897263970282873211,1.21914838568226e+18,fahridh2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8968304782228193e+18,2025-03-04T07:50:02.000Z,0.0,Pembahasan RUU TNI: Dari Dwifungsi Militer hingga Usulan TNI Terbuka Mengisi Jabatan Sipil  https://t.co/pdWvr0U9pB,1.8968304782228193e+18,,,in,,0.0,0.0,1.0,https://x.com/tempodotco/status/1896830478222819375,18129942.0,tempodotco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8973492521600412e+18,2025-03-05T18:11:27.000Z,2.0,"masa pak SBY TNI aktif di larang masuk pemerintahan dan itu mutlak tapi sekarang udah ada beberapa yang masuk dan menjabat. padahal ya itu dasar aturan hukumnya juga belum di sah kan masih dalam bentu RUU🙂‍↔️
kacau-kacau.",1.8973492521600412e+18,,,in,,0.0,0.0,1.0,https://x.com/spidermorxx/status/1897349252160041301,1.7656635800479867e+18,spidermorxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8968317288759747e+18,2025-03-04T07:55:00.000Z,7.0,"Imparsial Kritik RUU TNI di DPR, Singgung Munir soal Kesejahteraan Prajurit. #newsupdate #update #news #text 
https://t.co/ORlpZUxmi6",1.8968317288759747e+18,,,in,,0.0,0.0,4.0,https://x.com/kumparan/status/1896831728875974690,7.596927549852426e+17,kumparan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8971183000161405e+18,2025-03-05T02:53:44.000Z,4.0,"Penegakan hukum yg tajam ke bawah &amp; tumpul ke atas membuat tingkat kepercayaan masyarakat kpd para penegak hukum berada di titik terendah.

Masih mau ditambahkan lagi kewenangan mereka via RUU Kejaksaan, TNI, Polri &amp; KUHAP. Negeri ini sedang sakit jiwa!

https://t.co/bK90eKq6i8",1.8971183000161405e+18,https://pbs.twimg.com/ext_tw_video_thumb/1897106291665031168/pu/img/FVRnoBqxZX2tTAE8.jpg,,in,,0.0,0.0,4.0,https://x.com/how378_/status/1897118300016140583,1.3707424947789128e+18,how378_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8967963747773402e+18,2025-03-04T07:48:59.000Z,3.0,"@RadioElshinta Kok bisa lebih parah dari 2020 ya? Kalau memang banjir kiriman, jakarta gak separah 2020 lalu kok. Jadi curiga ada sabotase pusat terhadap pintu air nih supaya perhatian pertamina, danantara, ruu tni dan sebagainya teralihkan ke banjir hmm",1.896830217391661e+18,,RadioElshinta,in,,0.0,1.0,1.0,https://x.com/samcanpapi/status/1896830217391661132,1.1011331507998392e+18,samcanpapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8971573032222807e+18,2025-03-05T05:28:43.000Z,0.0,"ngapain sih getol bgt pengen ngerevisi uu tni, yg urgent itu ubah ruu perampasan aset utk koruptor jadi uu perampasan aset",1.8971573032222807e+18,,,in,,0.0,0.0,0.0,https://x.com/ncom1994/status/1897157303222280681,1.8787779618911396e+18,ncom1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.896865466985136e+18,2025-03-04T10:09:04.000Z,5.0,"Ketua Komisi I DPR RI Utut Adianto mengatakan bahwa RUU tentang Perubahan atas Undang-Undang Nomor 34 Tahun 2004 tentang TNI yang kini tengah diproses, tidak akan mengembalikan Indonesia ke era Orde Baru. https://t.co/SOTRIsLfuq",1.896865466985136e+18,,,in,,1.0,6.0,2.0,https://x.com/antaranews/status/1896865466985136209,18071520.0,antaranews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8968168326796905e+18,2025-03-04T06:55:48.000Z,0.0,"KontraS Layangkan Surat Terbuka ke DPR, Tolak Pembahasan RUU TNI

#komaindonesia #komaid #Komatv 

https://t.co/IU2FCeNXQI",1.8968168326796905e+18,,,in,,0.0,0.0,0.0,https://x.com/KomaNewsroom/status/1896816832679690502,1.8862624601493463e+18,KomaNewsroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8967570181549673e+18,2025-03-04T04:36:29.000Z,2.0,"@han_rnarn @Majelis_Ruhani Apa? RUU KUHAP, revisi UU TNI, kasus emas Antam, dolar hampir 17k, dll?",1.8967817721276498e+18,,han_rnarn,in,,0.0,0.0,0.0,https://x.com/wekimiler/status/1896781772127649900,1.4336648963658301e+18,wekimiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8968638046650903e+18,2025-03-04T10:02:27.000Z,16.0,"Take a look: sejumlah kader partai &amp; pendukung turut mendapat jabatan di sejumlah perusahaan BUMN dan ini pun baru sebagian, dari begitu banyak kader partai, loyalis, serta pendukung Prabowo Gibran dalam Pemilu 2024 yang mendapat jabatan.

RUU KEJAKSAAN TNI POLRI yang masuk https://t.co/oBwpbjLgz8",1.8968638046650903e+18,https://pbs.twimg.com/media/GlMDk4PaEAAb6k8.jpg,,in,,0.0,2.0,12.0,https://x.com/Penyair_Berdiri/status/1896863804665090219,1.2401370863317484e+18,Penyair_Berdiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.89719344126165e+18,2025-03-05T07:52:19.000Z,0.0,"RUU TNI, Guru Besar Unpad Ingatkan Batasan Jabatan Sipil bagi Prajurit TNI https://t.co/Szpzb1TsRx",1.89719344126165e+18,,,in,,0.0,0.0,0.0,https://x.com/Gribjaya_id/status/1897193441261649955,1.8668350674627174e+18,Gribjaya_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8965218904513132e+18,2025-03-04T03:00:53.000Z,0.0,@unibakwancuy Bingung kenapa masih ada orang begini,1.8967577113602094e+18,,ceweimutnanbaik,in,,0.0,0.0,0.0,https://x.com/ellllgaraaa/status/1896757711360209316,1.7356890753599652e+18,ellllgaraaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8965210649955412e+18,2025-03-04T03:04:01.000Z,0.0,@momochimochio Terus gimna nder?pulang kerumah adik lo?,1.8967585003884713e+18,,watanabelliv,in,,0.0,1.0,0.0,https://x.com/ellllgaraaa/status/1896758500388471279,1.7356890753599652e+18,ellllgaraaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.89694217294522e+18,2025-03-04T15:13:52.000Z,2.0,"Pakar Kritik Pasal 65 di RUU TNI Dihapus, Singgung Kasus Bos Rental ....
Bahaya nih pak @prabowo
Jangan sampai ada jilid 2....

https://t.co/0a6M9HcaXF",1.89694217294522e+18,,,in,,0.0,0.0,0.0,https://x.com/jari_droid/status/1896942172945219971,1.4866316139328348e+18,jari_droid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8961679024302326e+18,2025-03-04T06:03:02.000Z,0.0,"@sunflowers_0 RAKUS BANGET BANGSAT, TETANGGA KYK GITU ENAK NYA DI TAMPOL AJ",1.8968035542891645e+18,,sunflowers_0,in,,0.0,0.0,0.0,https://x.com/ellllgaraaa/status/1896803554289164669,1.7356890753599652e+18,ellllgaraaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.896878538260644e+18,2025-03-04T11:08:05.000Z,1.0,"@detikcom ""Tak bisa putar balik jarum jam"" adalah KALIMAT KOSONG yang mengabaikan FAKTA bahwa hukum/UU justru BISA memutar balik jarum jam! 

UU adalah INSTRUMEN LEGAL yang bisa mengembalikan kekuasaan dan wewenang yang sudah dibatasi reformasi. 

RUU TNI berisi pasal-pasal yang membuka",1.8968803189820337e+18,,detikcom,in,,0.0,1.0,0.0,https://x.com/dimarsasongko98/status/1896880318982033668,1.781618112259076e+18,dimarsasongko98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.897118899533218e+18,2025-03-05T02:56:07.000Z,0.0,"Komisi I DPR Pastikan RUU TNI Tak Akan Mengembalikan Orde Baru 
@DPR_RI 

https://t.co/xQIgmVtM7B",1.897118899533218e+18,,,in,,0.0,0.0,0.0,https://x.com/sinpotv/status/1897118899533217955,1.0121746010554491e+18,sinpotv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.897224193860858e+18,2025-03-05T09:54:31.000Z,0.0,"Kata gw ya, pak aan, terima kasih sebelumnya ngidupin diskusi ruu tni di fh ub. Sekarang mending dananya dibuat sewa mobil komando.",1.897224193860858e+18,,,in,,1.0,0.0,1.0,https://x.com/ashaabull/status/1897224193860858183,1.0738668548992123e+18,ashaabull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8965272752665723e+18,2025-03-04T03:07:20.000Z,0.0,"@mrrsbucky Makin hari makin banyak boti,kasian banget adek Lo,nder",1.8967593350926625e+18,,mrrsbucky,in,,0.0,0.0,0.0,https://x.com/ellllgaraaa/status/1896759335092662608,1.7356890753599652e+18,ellllgaraaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8968181068714604e+18,2025-03-04T07:00:52.000Z,0.0,"Indonesia telah mengalami gelombang overkriminalisasi sejak revisi KUHP 2023. Menurutnya, RUU Polri, TNI, dan Kejaksaan berisiko memperburuk keadaan dengan memberikan kewenangan berlebihan kepada aparat penegak hukum tanpa mekanisme kontrol yang memadai https://t.co/jJsiYPnCAs",1.8968181068714604e+18,https://pbs.twimg.com/media/GlLaBAhWAAAUIfb.jpg,,in,,0.0,0.0,0.0,https://x.com/quintta1217/status/1896818106871460329,8.981157120440893e+17,quintta1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8965210649955412e+18,2025-03-04T05:22:09.000Z,0.0,"@momochimochio serius?wah parah bgt,tampar aja tuh,nder
Dia bwa gf nya juga kah?",1.8967932620963392e+18,,watanabelliv,in,,0.0,0.0,0.0,https://x.com/ellllgaraaa/status/1896793262096339218,1.7356890753599652e+18,ellllgaraaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8972132882340209e+18,2025-03-05T09:11:11.000Z,0.0,"Jhon Sitorus: Jika RUU TNI-Polri-Kejaksaan Sampai Goal, Siap-siap Menyambut Orde Baru 
https://t.co/2LOpr5Xywx",1.8972132882340209e+18,,,in,,0.0,0.0,0.0,https://x.com/fajaronline/status/1897213288234020919,89877164.0,fajaronline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8968469916170813e+18,2025-03-04T08:55:39.000Z,11.0,"Surat presiden telah masuk ke @DPR_RI
Gelombang penolakan terhadap revisi Undang-Undang (UU) TNI, UU Polri, dan UU Kejaksaan menguat. Revisi UU pada institusi penegak hukum itu dinilai memuat klausul yang masih pro-kontra.
https://t.co/oXjfgG9Ncm",1.8968469916170813e+18,,,in,,0.0,1.0,7.0,https://x.com/LaiElfrid/status/1896846991617081404,1978790995.0,LaiElfrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.89718965912352e+18,2025-03-05T15:53:36.000Z,2.0,"@Jatosint Dan skrg datanglah polisi yg banyak menduduki posisi eselon I dan II, ASN akhirnya tersingkir dan jadi fungsional, bahkan di RUU TNI dan POLRI yg terbaru, bisa menduduki jabatan fungsional akan semakin tersisih ASN",1.897314562048975e+18,,Jatosint,in,,0.0,0.0,0.0,https://x.com/dhimdiim/status/1897314562048975103,398513450.0,dhimdiim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8973783612254374e+18,2025-03-05T20:07:07.000Z,0.0,KontraS Serahkan Surat Penolakan RUU TNI dan Polri ke DPR: Berisiko Mengulang Rezim Soeharto https://t.co/61BKSg4J9e,1.8973783612254374e+18,,,in,,0.0,0.0,0.0,https://x.com/KuretaID/status/1897378361225437432,1.3697341161916088e+18,KuretaID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8973796527271365e+18,2025-03-05T20:12:15.000Z,0.0,RUU TNI Dikritik: Kemunduran Reformasi dan Ancaman Profesionalisme! https://t.co/7Y9xOEL90Z,1.8973796527271365e+18,,,in,,0.0,0.0,0.0,https://x.com/KuretaID/status/1897379652727136394,1.3697341161916088e+18,KuretaID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.897278424273785e+18,2025-03-05T13:30:00.000Z,0.0,"Bahas RUU TNI di DPR, Setara Institute Puji Keteguhan Hati Gus Dur &amp; Megawati

https://t.co/a2tYbDfbdj",1.897278424273785e+18,,,in,,0.0,0.0,0.0,https://x.com/radaraktual/status/1897278424273785191,8.537829377827144e+17,radaraktual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8972078710767826e+18,2025-03-05T11:38:59.000Z,20.0,"@JhonSitorus_18 Jgn bawa""undang""perampasan aset...bullshit itu...biarkan aja RUU TNI POLRI KEJAKSAAN di sahkan jd UU...ramai penolakan jg ga di gubris kok....solusinya reformasi jilid2",1.8972504839764216e+18,,JhonSitorus_18,in,,0.0,2.0,0.0,https://x.com/bayoubeka/status/1897250483976421575,9.672020461128172e+17,bayoubeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8968961131329167e+18,2025-03-04T12:10:50.000Z,0.0,"Kian Ramai Penolakan RUU TNI-Polri-Kejaksaan

Sumber: detikNews
 https://t.co/BNMaarZHSG",1.8968961131329167e+18,,,in,,0.0,0.0,0.0,https://x.com/DMieaceh80579/status/1896896113132916844,1.8135069209737626e+18,DMieaceh80579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8968930421138596e+18,2025-03-04T11:58:38.000Z,10.0,"Sesuatu yg berlebihan ato kekurangan itu emang gak baik yahh, kalo berlebihan yah itu, lembaga mo dibuat superbodi, sebaliknya kalo kekurangan, lembaga dilemahkan jg gak baik. Harus sesuai dgn porsi nya aja.

RUU TNI POLRI dan RUU Kejaksaan cenderung berlebihan, so better NO.",1.8968930421138596e+18,,,in,,0.0,3.0,12.0,https://x.com/ariefrasyad/status/1896893042113859610,38112151.0,ariefrasyad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.897146453879087e+18,2025-03-05T04:45:36.000Z,0.0,"RUU TNI 🤯 DPR: Santai, Gak Akan Balik ke Orde Baru https://t.co/Xr2ec98qmR",1.897146453879087e+18,,,in,,0.0,0.0,0.0,https://x.com/suaraindonews_/status/1897146453879087180,8.876166251757076e+17,suaraindonews_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8971790864950477e+18,2025-03-05T06:55:16.000Z,0.0,Respons Pakar soal RUU TNI: Prajurit pada Jabatan Sipil harus Pensiun https://t.co/bYTVoj4iOy,1.8971790864950477e+18,,,in,,0.0,0.0,0.0,https://x.com/MediaVoi/status/1897179086495047720,1578222594.0,MediaVoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8957021903309542e+18,2025-03-01T05:06:37.000Z,12.0,"Kita sudah pusing dengan UU TNI, UU POLRI, sekarang Kejaksaan juga mau minta kewenangan untuk bisa berbuat sewenang-wenang melalui RUU Kejaksaan.
Lawan RUU Kejaksaan!! https://t.co/it2wERK5W2",1.8957021903309542e+18,https://pbs.twimg.com/media/Gk7i0NKXsAAjjOH.jpg,,in,,0.0,3.0,6.0,https://x.com/ruhulanakgaul/status/1895702190330954232,1.6800583012692828e+18,ruhulanakgaul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8957868274388503e+18,2025-03-01T10:42:56.000Z,2.0,"""RUU Polri, RUU TNI, dan RUU Kejaksaan Mengancam Demokrasi, Negara Hukum dan HAM"".
Tema Diskusi ini membahas masalah Transparansi tiga RUU karena cenderung tertutup.
.
.
Mohon Ramadhan Puasa Ahok Pertamina
https://t.co/G8c2zApzLW https://t.co/z6QXIHPelf",1.8957868274388503e+18,https://pbs.twimg.com/media/Gk8wEpVbQAEw2SS.jpg,,in,,0.0,0.0,1.0,https://x.com/hope_emak/status/1895786827438850418,7.942165334131507e+17,hope_emak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8961061080179185e+18,2025-03-02T07:51:38.000Z,3.0,Mengapa kemaren terjadi Demo yg salah satu pointnya menentang revisi RUU TNI polri dan kejaksaan. Disimak... Jangan asal jeplak mahasewa mahasewa https://t.co/ujG3V4kupN,1.8961061080179185e+18,https://pbs.twimg.com/ext_tw_video_thumb/1896106023880179716/pu/img/4qJHyysxNrYd-eUk.jpg,,in,,0.0,0.0,2.0,https://x.com/creeping5ilence/status/1896106108017918400,1100609875.0,creeping5ilence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8960843504056527e+18,2025-03-02T06:25:11.000Z,13.0,"Kenapa sih pembahasan RUU Kejaksaan, RKUHAP, RUU Polri, dan RUU TNI dilakukan scr tertutup &amp; tdk transparan ke publik ? Wajar kalo byk pihak yg curiga dong &amp; dicurigai akan menguntungkan kekuasaan dan bukan berpihak pada rakyat !

https://t.co/uNtjXYeQzc",1.8960843504056527e+18,,,in,,2.0,1.0,11.0,https://x.com/Naandaa27/status/1896084350405652743,1.2597533201528873e+18,Naandaa27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8957905561205268e+18,2025-03-01T10:57:45.000Z,0.0,"kacau sih kalo TNI masuk jabatan institusi sipil, udah masuk prolegnas pula RUU nya, ya bahaya ato engga? lo baca aja sejarah sampe ada peristiwa 1998 reformasi dimana salah satu tuntutannya adalah penghapusan dwi fungsi ABRI
https://t.co/YXqMljixa9",1.8957905561205268e+18,,,in,,0.0,0.0,0.0,https://x.com/bobsinclairs/status/1895790556120526877,2411851260.0,bobsinclairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8942151986613292e+18,2025-03-01T12:10:50.000Z,0.0,@ayyzzzeeee @jaehyukgummy Apalah si jamet pick me ini,1.895808950886634e+18,,ayyzzzeeee,in,,0.0,0.0,0.0,https://x.com/ellllgaraaa/status/1895808950886633954,1.7356890753599652e+18,ellllgaraaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
